Key,Type,Source,ko,en,es,zh-cn,zh-tw
Monster_dsc_6,,,좋고 싫음을 확실하게 표현하는 성격이다. \n\n귀여웠던 푸리 시절을 \n흑역사라고 생각한다. ,The only thing stronger than this monster's temper are its opinions.\n\nYou'd be surprised by how cute they are as babies...\nThough I wouldn't recommend telling one that.,Lo único más fuerte que el temperamento de este monstruo son sus opiniones.\n\nTe sorprendería lo lindo que es su especie de bebé...\nPero no te recomendaría decirle eso.,爱恨分明，性格直率。\n\n认为那可爱的普利时光\n是一段黑历史。 ,擁有喜惡分明且擅於表達的個性。\n\n他認為可愛的普里時期\n是很丟臉的過往。
Monster_dsc_7,,,평상시에도 화나 보인다. \n\n사실은 약해 보이지 않으려고 \n일부러 무서운 표정을 짓고 있다. ,"You might think that this monster is angry, but it's only trying to\nlook scary so that other monsters leave it alone.\n\nIn this world, people often mistake a gentle heart for weakness.","Puede que este monstruo parezca enojón, pero solo intenta verse\naterrador para que los demás monstruos lo dejen en paz.\n\nEn este mundo, la gente suele interpretar la gentileza como debilidad.",平常也摆着一副生气的表情。\n\n但其实是为了不想示弱\n而故意做出可怕的表情。 ,平常看起來也像在生氣。\n\n其實是不想要被小看，\n才會故意擺出可怕的表情。
Monster_dsc_8,,,호기심이 많다. \n사람 근처에서 맴도는 모습이 자주 보인다.\n\n가끔 관심을 달라며 물을 뿌리기도 한다. ,"A common sight around tide pools,\nthis playful monster likes to hover near people.\n\nDon't ignore it, unless you want to be hit by the water it tends to spit.","Suele retozar en las pozas de marea.\nA este monstruo juguetón le gusta flotar cerca de la gente.\n\nNo lo ignores, a menos que quieras que te golpee con el agua que escupe.",好奇心非常重。\n一直徘徊于人类附近。\n\n偶尔为了求得关心四处喷水。 ,充滿好奇心。\n常常看見他環繞在人類身邊的模樣。\n\n偶爾也會灑水來引起注意。
Monster_dsc_9,,,바다의 생물을 이용해 멜로디를 \n만들 수 있다. \n\n다 같이 모여 연주하는 것을 좋아한다. ,They can create melodies using various sea creatures.\n\nThey love to gather together and jam.,Pueden crear melodías usando diferentes criaturas marinas.\n\nLes gusta juntarse e improvisar entonaciones.,可以利用大海生物\n制作旋律。\n\n喜欢聚在一起演奏。 ,可以使用海洋生物\n打造出旋律。\n\n喜歡聚在一起進行演奏。
Monster_dsc_10,,,무슨 생각을 하고 있는지 알고 싶다면 \n프로펠러를 보면 된다. ,"If you wanna know what they're thinking about, just look at the propeller.","Si quieres saber lo que piensan, mira su propulsor.",要是想知道它在想什么，\n看一下螺旋桨就行。 ,如果想知道在想什麼的話\n只要看螺旋槳就好了。
Monster_dsc_11,,,몸을 동그랗게 말아서 자곤 한다. \n가끔 완두콩으로 착각하는 사람들이 있다. ,They really just want to curl up and go to sleep. Sometimes people mistake them for peas.,"Solo quieren enroscarse y dormir. A veces, la gente los confunde y cree que son frijoles.",经常蜷缩着身子睡觉。\n有人偶尔会误认为是豌豆。 ,總是會將身體捲成圓圓地入睡。\n有時候會被人物以為是豌豆。
Monster_dsc_12,,,대장 역할을 좋아한다.\n큰일이 나면 앞장서서 해결한다. ,Likes being the boss. They always take the lead when it comes to solving problems.,Le gusta estar al mando. Siempre toma la iniciativa cuando se trata de solucionar problemas.,喜欢担任队长一职。\n要是出大事，就会带头解决。 ,喜歡當隊長。\n發生大事時，會出面解決。
Monster_dsc_13,,,세상 순수한 눈을 하고 있다. \n\n하지만 화가 나면 야생 본능이 \n깨어날 수 있으니 조심해야 한다. ,They have the most adorable eyes but be careful.\n\nThey can become a menace when angry.,"Tienen unos ojos adorables.\n\nPero cuidado, pueden ser una amenaza si se enojan.",长着一副纯洁无比的双眼。\n\n但只要一生气就会发动兽性本能，\n所以还是小心为好。 ,他擺出十分純真的眼神。\n\n但要是生氣，就有可能喚醒他的野性\n一定要小心才行。
Monster_dsc_14,,,주머니에 넣고 다니고 싶은 \n몬스터 1위에 뽑힌 적이 있다. \n\n여러 마리가 무리 지어 다닌다. ,"For a long time, people used to love carrying these monsters in their pockets.\n\nNowadays they often travel in packs.","Durante mucho tiempo, a la gente le gustaba llevar a estos monstruos en sus bolsillos.\n\nHoy en día, suelen viajar en manada.",曾被选为“想放在口袋的\n怪物”第一名。\n\n经常成群结队地行走。 ,曾經被選「想要放在\n口袋的怪物」第1名。\n\n常常成群結隊行動。
Monster_dsc_15,,,한 번 폭발하게 되면 \n건물을 통째로 날려버린다는 소문이 있다. ,"Rumor has it that if they go berserk, they can blow up an entire building.","Se dice que, si se descontrolan, pueden hacer explotar un edificio entero.",据说它只要暴走，\n就会掀翻整栋楼。 ,據說只要爆發一次，\n就能夠炸飛整座建築。
Monster_dsc_16,,,한겨울에도 모모의 털이 있으면 \n얼어 죽지 않는다. \n\n주 서식지인 눈밭에선 보호색을 \n띠고 있어서 발견하기가 어렵다. ,"Even in the dead of winter,\nMomo's hair will keep you safe and warm.\n\nThey are difficult to spot in the snow, due to their excellent winter camouflage.","Incluso en pleno invierno,\nsu pelaje te mantendrá caliente y a salvo.\n\nSu excelente camuflaje invernal hace difícil divisarlos en la nieve.",只要有毛毛的绒毛，\n就算是大冬天也不会冻死。\n\n由于绒毛是白色的，因此在主要栖息地\n的雪原上很难被发现。 ,在寒冬，只要有姆姆的毛\n就不會冷死。\n\n在主要棲息地「雪原」因為有保護色\n所以很難發現。
Monster_dsc_17,,,천적으로부터 몸을 보호하기 위해 \n늪지대 근처에서 생활한다. \n\n하지만 지나간 자리에 곡선 모양이 \n남아 쉽게 찾을 수 있다. ,"It lives near swamps to hide from predators.\n\nHowever, it leaves curved marks wherever it passes, making it easy to find.","Vive cerca de los pantanos, donde se oculta de los depredadores.\n\nSin embargo, es fácil de hallar debido a las marcas curvas que deja a su paso.",为了免受天敌的侵害，\n主要生活在沼泽附近。\n\n但会在经过的地方上留下曲线痕迹，\n所以容易被找到。 ,為了保護身體不受天敵攻擊，\n主要生活於沼地附近。\n\n但是經過的地方都會\n留下曲線，所以可以輕易找到。
Monster_dsc_18,,,큰 생선과 작은 생선이 있을 때 \n무조건 작은 생선만 먹는다. \n\n이 습관은 커서도 변하지 않는다. \n\n비교적 수심이 얕은 곳에서 거주한다. ,"Faced with big fish and small fish, they only ever eat the small ones.\n\nThis doesn't change even after it grows up so it sticks to shallow waters.","Si tiene que elegir entre un pez grande y uno chico, siempre elegirá comerse al pequeño.\n\nEsta costumbre no cambia ni siquiera cuando crece, por lo que permanece en aguas bajas.",大鱼小鱼混在一起时，\n一定只会吃小鱼。\n\n直到长大了也不会改掉这个习惯。\n\n主要栖息在水深较浅的地方。 ,當有大魚和小魚時\n一定先吃小魚。\n\n這個習慣到長大後都沒有改變。\n\n主要棲息魚水深較淺的地方。
Monster_dsc_19,,,장난기가 많다. \n특히 아이들을 놀라게 하는 것을 좋아한다. \n\n몸을 납작하게 만들어 숨는다.,"A playful scamp, it loves to surprise children.\n\nThey hide by flattening their body.",Un pícaro juguetón que adora sorprender a los niños.\n\nAplana su cuerpo para ocultarse.,非常调皮。\n特别喜欢吓唬孩子们。\n\n会弄扁身体后藏起来。,很愛開玩笑。\n特別是喜歡讓孩子們嚇一跳。\n\n會把身體壓得扁扁的並藏起來。
Monster_dsc_20,,,태어난 지 얼마 되지 않아서 \n수영에 미숙하다. \n\n가끔 스쿠파에게 도움을 요청하여 \n함께 바다를 탐험한다.  ,"They were just born, so they're not good at swimming.\n\nSometimes they ask Scoopa for help and they explore the sea together.","Son recién nacidos, así que no son muy buenos nadadores.\n\nA veces le piden ayuda a Scoopa y exploran el mar juntos.",因为刚出生没多久，\n所以不太会游泳。\n\n有时会求助司库帕\n一起去大海探险。  ,因為出生沒多久，\n所以還不太會游泳。\n\n有時候會請求史庫帕的幫忙\n和他一起探險大海。 
Monster_dsc_21,,,몬스터 지휘관이 되기 위해 노력한다. \n\n최근에 가장 관심 있는 것은 리더십이다. ,It wants to be the commander of all monsters.\n\nSo it's always looking for a chance to be a leader.,Quiere comandar a todos los monstruos.\n\nSiempre busca la oportunidad de obtener el liderazgo.,为成为怪物指挥官不懈努力。\n\n最近最关心的领域是领导才能。 ,為了成為怪物指揮官而努力著。\n\n最近最關心的事就是領導能力。
Monster_dsc_22,,,방문객이 떨어트리고 간 안경을 \n우연히 주워서 착용했다. \n\n마음에 들었는지 항시 착용하고 다닌다. ,They accidentally picked up some glasses that a visitor dropped and put them on.\n\nNow they can't stop wearing them.,Recogió accidentalmente unos lentes que un visitante dejó caer y comenzó a usarlos.\n\nAhora ya no puede quitárselos.,意外捡到了访客不慎掉落的眼镜，\n然后自己戴了上去。\n\n可能是喜欢上了那副眼镜，一直戴着。 ,偶然撿起訪客\n遺落的眼鏡來戴。\n\n他可能很滿意，所以總是會戴著眼鏡。
Monster_dsc_23,,,대대손손 꼬리로 해초를 잡아 생존했다. \n\n무엇이든 일단 매달려 보는 습성이 있다. ,These monsters have survived by catching seaweed with their tails for generations.\n\nThey have a habit of hanging on to anything they see.,Estos monstruos han sobrevivido durante generaciones atrapando algas con sus colas.\n\nTiene el hábito de aferrarse a cualquier cosa que vean.,祖祖辈辈都用尾巴来捕食海草存活。\n\n习惯什么东西都要先缠上。 ,世世代代以尾巴抓住海草維生。\n\n他有個習性，不管是什麼，先掛上去就對了。
Monster_dsc_24,,,바다의 등불이다. \n\n어두운 바다에서 길을 잃었을 때 \n별파리에게 부탁해보자. \n\n가까운 육지까지 안내해준다.,"The lights of the sea. If you get lost in the watery abyss, ask a Star Fly for help.\n\nThey'll guide you to shore.","Las luces del mar. Si te pierdes en el abismo húmedo, pídele ayuda a un moscoestrella.\n\nEsta criatura te guiará hasta la costa.",大海的灯火。\n\n在漆黑的大海中迷失方向时，\n不妨求助星蝇。\n\n它会把你带到海岸。,是大海的燈火。\n\n在漆黑的大海迷路時，\n就試著拜託星光飛蟲吧。\n\n會指引你到最近的陸地。
Monster_dsc_25,,,아직 나이가 어려 \n도적단 가입을 거부당했다. \n\n미래의 도적을 꿈꾸며 \n소리 없이 나는 것을 연습 중이다. ,"They're still too young to be accepted by the other bandits.\n\nSo they practice flying stealthily, dreaming of one day being a true bandit.","Aún no tiene la edad suficiente para su admisión por los otros bandidos.\n\nPor eso practica el vuelo sigiloso, con la esperanza de convertirse algún día en uno de ellos.",因为年纪小，\n被拒绝加入盗贼团。\n\n梦想未来成为盗贼，\n一直在练习无声飞行。 ,年紀還小\n被拒絕加入盜賊團。\n\n夢想著未來成為盜賊\n並練習著不發出聲音。
Monster_dsc_26,,,소나무 잎을 제일 좋아해서 \n집에 가득 쌓아두고 먹는다. ,They love pine leaves so much that they dump them all over their house and eat them.,Disfruta tanto las hojas de pino que las desparrama por toda su casa y se las come.,最喜欢松叶，\n在家里堆满后吃个不停。 ,因為最喜歡竹葉\n所以都會屯貨在家裡吃。
Monster_dsc_27,,,마법으로 장난치는 것을 좋아한다. \n\n개구리로 변신해 주인을 놀라게 한다. ,They love to play with magic.\n\nSometimes they transform into frogs to surprise their owners.,"Les encanta jugar con magia.\n\nA veces, se transforman en ranas para sorprender a sus propietarios.",喜欢用魔法捣蛋。\n\n有时会变成青蛙，让主人大吃一惊。 ,喜歡用魔法開玩笑。\n\n會變身成青蛙讓主人嚇一跳。
Monster_dsc_28,,,부드러운 털을 가진 몬스터로 유명하다. \n\n쉽게 털을 내주지 않아 비싼 가격에 \n거래된다. ,"This monster is famous for its soft fur.\n\nThey don't shed that often, so it fetches a high price.","Este monstruo es famoso por su pelaje suave.\n\nNo muda su pelo muy a menudo, por lo que cuesta mucho dinero.",以柔软的绒毛而闻名的怪物。\n\n它不怎么让出自己的绒毛，\n导致市场价不菲。 ,這怪物以柔軟毛髮而聞名。\n\n但因為毛髮很難取得\n所以價格不菲。
Monster_dsc_29,,,가시가 날카롭진 않다. \n\n단지 몸이 마비되어 잠깐 움직일 수 \n없을 뿐이다...,"Their thorns aren't that sharp, but they will paralyze you. So don't touch them.","Sus espinas no son muy puntiagudas, pero te paralizarán. No las toques.",刺不怎么锋利。\n\n但被刺到后身体会麻痹，\n暂时无法动弹……,尖刺並不銳利。\n\n只是因為身體暫時麻痺\n而無法行動…
Monster_dsc_30,,,통에 들어가는 것을 좋아해 어릴 적부터 \n비커 안에서 살았다. \n\n하지만 점점 몸이 커져 \n새로운 비커를 구해야 한다. ,"They love to go into barrels and have been living in a beaker since they were young.\n\nBut they're growing, so they'll need a new home soon.","Adora meterse en barriles y ha vivido en un vaso de precipitado desde su juventud.\n\nPero está creciendo, por lo que pronto necesitará un nuevo hogar.",喜欢待在桶里，\n所以从小时候就窝在烧杯里。\n\n但是随着身子越来越大，\n要搞来新的烧杯。 ,因為喜歡在桶子裡，\n所以從小就住在燒杯裡面。\n\n但是身體逐漸變大，\n必須找到新的燒杯才行。
Monster_dsc_31,,,무무가 지나간 곳은 먼지가 없이 깨끗해서 \n자연의 청소부라고도 불린다. ,"Anywhere Mumu passes through becomes clean and sparkly.\n\nSo much so, people have taken to calling them ""Nature's Custodian"".","Deja limpio y reluciente cualquier lugar por donde pasa.\n\nTanto así que la gente lo llama ""el custodio de la naturaleza"".",木木经过的地方都一尘不染，非常干净，\n所以被称作是大自然的清道夫。 ,木木經過的地方都一塵不染，\n所以被稱作是大自然的美化人員。
Monster_dsc_32,,,워낙 조용한 걸음으로 다녀서 \n밟힌 적이 많다. \n\n이를 방지하려고 방울을 달았다. ,They move so quietly that they've been stepped on many times.\n\nThey wear bells to prevent this.,"Se mueve de forma tan silenciosa que suele terminar bajo las suelas de la gente.\n\nPara evitar esos accidentes, usa campanillas.",平常走路很安静，\n所以被踩过很多次。\n\n为了防止再发生这种情况，装上了铃铛。 ,因為總是以安靜地走動\n所以常常被踩到。\n\n為了防止這一點，而掛上了鈴鐺。
Monster_dsc_33,,,수영 실력이 뛰어나다.\n\n심해까지 잠수하는 것을 좋아한다. ,"It's an excellent swimmer, always diving to the deepest depths.","Su habilidad para nadar es excelente, por lo que siempre explora las profundidades.",游泳实力不凡。\n\n喜欢潜到深海中。 ,游泳實力驚人。\n\n喜歡潛水到深海。
Monster_dsc_34,,,수액을 많이 먹을수록 비행 속도가 \n느려진다. \n\n하지만 이미 향기에 취한 뒤라 대부분 \n낮은 곳에서 포착된다.,"The more sap they eat, the slower they fly.\n\nBut since the sap is so intoxicating most of them would prefer to fly low.","Cuanta más savia consuman, más lento vuelan.\n\nPero como les gusta tanto la savia, la mayoría prefiere volar lento.",吃的树液越多，\n飞行速度就会越慢。\n\n但因为早已沉醉于香气中，所以大部分\n都会在低处飞行。,吃愈多的樹液，飛行速度\n就會愈慢。\n\n但是早就已經醉倒在香氣中\n所以大部分會在低空被發現。
Monster_dsc_35,,,아루를 귀여워해서 항상 데리고 다닌다. ,They adore Aru and are always carrying them around.,Adoran a Aru y siempre lo llevan consigo.,觉得阿鲁很可爱而一直带在身边。 ,因為覺得亞魯可愛，就常常把他帶在身邊。
