Key,Source,type,ko,Arguments,en,es,zh-cn,zh-tw
Notice_HintText,앗! 이 곳은 공사 때문에 축제가 열리기 어려울 것 같다.,Default text,앗! 이 곳은 공사 때문에 축제가 열리기 어려울 것 같다.,,Oh! It would be too difficult to hold a festival here with all of this construction.,¡Oh! Sería muy difícil celebrar un festival aquí con toda esta construcción.,哎呀！这个地方因为施工好像很难举办庆典呢。,啊！這個地方在施工，好像很難舉行慶典。
Meso,돈,Default text,돈,,Money,Dinero,枫币,錢
Meso_Format,{0}원,Default text,{0}원,,{0} Mesos,{0} mesos,{0}枫币,{0}楓幣
Things_Format,{0}개,Default text,{0}개,,x{0},x{0},{0}个,{0}個
People_Format,{0}명,Default text,{0}명,,{0} People,{0} personas,{0}名,{0}名
Done,결정,Default text,결정,,Confirm,Confirmar,结晶,結晶
Ok,확인,Default text,확인,,Confirm,Confirmar,确定,確認
FindIngredientBoxMsg,재료 상자를 찾았다! 나중에 한 번에 확인해보자.,Default text,재료 상자를 찾았다! 나중에 한 번에 확인해보자.,,Found an Ingredient Box! Let's check it later.,¡Encontraste un cofre de ingredientes! Lo revisaremos más tarde.,找到材料箱了！等日后再一次性确认吧。,找到材料箱了！之後再一次確認吧。
TrainingTurnText1,1일차 아침,Default text,1일차 아침,,Day 1 Morning,Mañana del día 1,第一天清晨,第1天早上
TrainingTurnText2,1일차 점심,Default text,1일차 점심,,Day 1 Lunch,Almuerzo del día 1,第一天中午,第1天中午
TrainingTurnText3,1일차 저녁,Default text,1일차 저녁,,Day 1 Evening,Atardecer del día 1,第一天傍晚,第1天傍晚
TrainingTurnText4,2일차 아침,Default text,2일차 아침,,Day 2 Morning,Mañana del día 2,第二天清晨,第2天早上
TrainingTurnText5,2일차 점심,Default text,2일차 점심,,Day 2 Lunch,Almuerzo del día 2,第二天中午,第2天中午
EmploymentMsg1,모집 공고 방식을 선택하세요.,Default text,모집 공고 방식을 선택하세요.,,Select Recruit Notice method.,Selecciona un método de aviso de contratación.,请选择招募公告方式。,請選擇招募公告方式。
EmploymentMsg2,지원자 중 한 명을 선택하세요.,Default text,지원자 중 한 명을 선택하세요.,,Select an applicant.,Selecciona a un candidato.,请在应聘者中选择一只。,請從應徵者中擇一。
EmploymentMsg3,모집을 시작합니다.,Default text,모집을 시작합니다.,,Beginning Recruitment.,Comenzando contratación.,即将开始招募。,開始招募。
EmploymentMsg4,모집이 완료되었습니다.,Default text,모집이 완료되었습니다.,,Completed Recruitment.,Contratación completada.,招募成功。,結束招募。
EmploymentMsg5,모집을 포기했습니다.,Default text,모집을 포기했습니다.,,Quit Recruitment.,Abandonar contratación.,已放弃招募。,已放棄招募。
NoMoneyToastMsg,돈이 부족합니다.,Default text,돈이 부족합니다.,,Not enough money.,No tienes dinero suficiente.,枫币不足。,錢不足。
NoTrainingTokenToastMsg,도시락이 부족합니다.,Default text,도시락이 부족합니다.,,Not enough Bento Boxes.,No tienes suficientes cajas bento.,便当不足。,便當不足。
NoHeartToastMsg,하트가 부족합니다.,Default text,하트가 부족합니다.,,Not enough Hearts.,No tienes suficientes corazones.,爱心不足。,愛心不足。
NoArcaneSymbolToastMsg,클로버가 부족합니다.,Default text,클로버가 부족합니다.,,Not enough Clovers.,No tienes suficientes tréboles.,四叶草不足。,四葉草不足。
NoDiaToastMsg,다이아가 부족합니다.,Default text,다이아가 부족합니다.,,Not enough Diamonds.,Diamantes insuficientes.,钻石不足。,鑽石不足。
ModifyTrainingTokenMsg,도시락 {0} 개 사용,Default text,도시락 {0} 개 사용,,Use {0} Bento Box(es),Usa {0} caja(s) de bento.,使用{0}个便当,使用{0}個便當
RemainTrainingTokenMsg,남은 도시락 : {0} 개,Default text,남은 도시락 : {0} 개,,Bento Boxes Left: {0},Cajas bento restantes: {0},剩余便当：{0}个,剩餘便當盒：{0}個
RemainTrainingTokenTitleText,남은 도시락,Default text,남은 도시락,,Bento Boxes Left,Cajas bento restantes,剩余便当,剩餘便當盒
CategoryKey_Cap,모자,Default text,모자,,Hat,Sombrero,帽子,帽子
CategoryKey_Cape,망토,Default text,망토,,Cape,Capa,披风,披風
CategoryKey_Potion,물약,Default text,물약,,Potion,Poción,药水,藥水
CategoryKey_Flower,꽃,Default text,꽃,,Flowers,Flores,花,花
CategoryKey_Bag,주머니,Default text,주머니,,Pouch,Bolsa,口袋,袋子
CategoryKey_Box,선물 상자,Default text,선물 상자,,Gift Box,Caja de regalo,礼物箱,禮物箱
CategoryKey_Crayon,색연필,Default text,색연필,,Colored Pencil,Lápiz de color,彩色铅笔,彩色鉛筆
CategoryKey_Ribbon,리본,Default text,리본,,Ribbon,Cinta,缎带,蝴蝶結
CategoryKey_Bead,구슬,Default text,구슬,,Marble,Canica,珠子,珠珠
CategoryKey_Feather,깃털,Default text,깃털,,Feather,Pluma,羽毛,羽毛
CategoryKey_Fruit,과일,Default text,과일,,Fruit,Fruta,水果,水果
ColorKey_Red,빨간색,Default text,빨간색,,Red,Rojo,红色,紅色
ColorKey_Black,검은색,Default text,검은색,,Black,Negro,黑色,黑色
ColorKey_Blue,파란색,Default text,파란색,,Blue,Azul,蓝色,藍色
ColorKey_Green,초록색,Default text,초록색,,Green,Verde,绿色,綠色
ColorKey_Yellow,노란색,Default text,노란색,,Yellow,Amarillo,黄色,黃色
ColorKey_Purple,보라색,Default text,보라색,,Purple,Morado,紫色,紫色
SpotName01,츄릅 포레스트,Default text,츄릅 포레스트,,Slurpy Forest,Bosque Slurpy,呲溜森林,揪樂森林
SpotName02,레스토랑 핥,Default text,레스토랑 핥,,Lick's Place,Casa de Lick,餐厅舔舔,哈齊餐廳
SpotName03,오색 산책로,Default text,오색 산책로,,Five-Color Trail,Camino de los cinco colores,五彩步行路,五彩步道
SpotName04,똑똑 도서관,Default text,똑똑 도서관,,Clever Library,Biblioteca inteligente,咚咚图书馆,聰明圖書館
SpotName05,고래산 정상,Default text,고래산 정상,,Skywhale Peak,Pico Ballena celeste,鲸鱼山山顶,鯨魚山頂端
SpotName06,무토 앞 공터,Default text,무토 앞 공터,,Muto's Vacant Lot,Terreno vacante de Muto,穆托前方的空地,武藤前的空地
SpotName07,아르카나 실로폰 연못,Default text,아르카나 실로폰 연못,,Arcana Marimba Lagoon,Laguna Marimba de Arcana,阿尔卡那木琴池塘,阿爾卡娜木琴蓮池
SpotName08,모라스 트뤼에페 광장,Default text,모라스 트뤼에페 광장,,Morass Trueffet Square,Plaza de Trueffet de Morass,莫拉斯特雷亚非广场,魔菈斯特雷亞非廣場
SpotName09,레헬른 야시장,Default text,레헬른 야시장,,Lachelein Night Market,Mercado nocturno de Lachelein,拉克兰夜市,拉契爾恩夜市
Training_HintBox,힌트 보관함,Default text,힌트 보관함,,Hint Storage,Pista del almacén,提示保管箱,提示保管箱
Training_Map,지도,Default text,지도,,Map,Mapa,地图,地圖
Training_StartButton,출발!,Default text,출발!,,Let's go!,¡Vamos!,出发！,出發！
Training_StartButtonMsg,갈 장소를 먼저 선택해!,Default text,갈 장소를 먼저 선택해!,,Select which location to visit first!,¡Selecciona qué lugar visitar primero!,先选择要前行的场所吧！,請先選擇要前往的場所！
Training_ChoiceButtonSubTitle,도시락을 몇 개 사용할까?,Default text,도시락을 몇 개 사용할까?,,How many Bento Boxes should I use?,¿Cuántas cajas bento debo usar?,要使用几个便当呢？,要使用幾個便當呢？
Training_ChoiceButtonDesc,많이 먹으면 힌트를 더 많이 찾아올지도?,Default text,많이 먹으면 힌트를 더 많이 찾아올지도?,,"If I eat a lot, I may bring back more hints!","Si como mucho, ¡podría traer más pistas!",吃多一点，说不定会得到更多提示呢？,吃越多說不定就會獲得更多提示喔？
Training_ExitButton,포기하고 나가기,Default text,포기하고 나가기,,Give Up and Exit,Rendirse y salir,放弃并离开,放棄離開
Training_MinigameExitButton,그만하기,Default text,그만하기,,Quit,Salir,结束,結束
Training_MinigameStartButton,돌리기,Default text,돌리기,,Spin,Girar,转动,轉動
Training_MinigameSubTitle,룰렛을 돌려 별을 모은 만큼 버거 가격이 올라갑니다.,Default text,룰렛을 돌려 별을 모은 만큼 버거 가격이 올라갑니다.,,Spin the Wheel to raise Burger prices by the number of gathered Stars.,Gira la rueda para subir los precios de las hamburguesas según la cantidad de estrellas recolectadas.,转动转盘，根据收集的星星数量，提高相应的汉堡价格。,轉動輪盤，將依收集的星星數量，提升漢堡價格。
Training_MinigameNpcMsg,도시락을 주면 버거에 마법을 부려주마!,Default text,도시락을 주면 버거에 마법을 부려주마!,,"Give me a Bento Box, and I'll cast magic on your Burgers!",Dame una caja bento ¡y les lanzaré magia a tus hamburguesas!,给我便当，我就能给汉堡施加魔法！,把便當給我，我就會在漢堡上施魔法！
Training_MinigameNpcMsg2,배고파…어디 남는 도시락 없나…,Default text,배고파…어디 남는 도시락 없나…,,I'm hungry... Are there any leftover Bento Boxes...?,Tengo hambre... ¿No quedan cajas bento sobrantes...? ,好饿……就没有剩下的便当吗……,肚子好餓喔…沒有剩的便當嗎…
Training_MinigameNpcMsg3,도시락이 없다고?! 우우… 그럼 안녕…,Default text,도시락이 없다고?! 우우… 그럼 안녕…,,You don't have any Bento Boxes?! Woo... Goodbye then...,"¡¿No tienes ninguna caja de bento!? Uf… Entonces, adiós…",没便当了？！呜呜……那么再见吧……,沒有便當？！嗚嗚…那再見…
Training_SkipButton,스킵 후 결과 확인,Default text,스킵 후 결과 확인,,Skip and View Results,Omitir y ver los resultados,跳过后查看结果,跳過後確認結果
Settlement_P_RecipeTotal,메뉴 판매 매출,Default text,메뉴 판매 매출,,Menu Sale Revenue,Ingresos de la venta de menús,菜单销售销售额,菜單販售銷售額
Settlement_P_Training,출장,Default text,출장,,Business Trip,Viaje de negocios,出差,出差
Settlement_P_Etc,기타,Default text,기타,,Other,Otro,其他,其他
Settlement_P_TrialWinning,대회 우승,Default text,대회 우승,,Victory,Victoria,大赛获胜,比賽優勝
Settlement_M_AccumSalary,츄츄 월급,Default text,츄츄 월급,,Chu Chu Salary,Salario de Chu Chu,啾啾工资,啾啾薪水
Settlement_M_AccumMaintenance,매장 운영비,Default text,매장 운영비,,Management Fee,Tarifa de gestión,店铺经营费用,店面營運費用
Settlement_M_Upgrade,업그레이드,Default text,업그레이드,,Upgrade,Mejorar,升级,升級
Settlement_M_ChuchuEmployment,츄츄 계약금,Default text,츄츄 계약금,,Chu Chu Deposit,Depósito de Chu Chu,啾啾订金,啾啾簽約金
Settlement_M_Etc,기타,Default text,기타,,Other,Otro,其他,其他
RecipeErrorMessage1,오류로 인해 레시피를 저장할 수 없습니다. - Errorcode: {0},Default text,오류로 인해 레시피를 저장할 수 없습니다. - Errorcode: {0},,Couldn't save Recipe due to an error. Error Code: {0},No se pudo guardar la receta debido a un error. Código de error: {0},发生错误，无法保存菜谱。- 错误代码：{0},發生錯誤，無法蠢存食譜。 - Errorcode: {0}
RecipeErrorMessage2,레시피 저장 수량이 한계입니다! 보유 레시피를 삭제하거나 레시피 저장 수 업그레이드를 진행하세요.,Default text,레시피 저장 수량이 한계입니다! 보유 레시피를 삭제하거나 레시피 저장 수 업그레이드를 진행하세요.,,Your Recipe Storage is at capacity! Delete Recipes or expand your Recipe Storage.,¡El almacén de recetas está lleno! Borra algunas recetas o expande el almacenamiento de recetas.,菜谱保存数量已达上限！请删除持有中的菜谱或者升级菜谱保存数量。,已達食譜儲存數量極限！請刪除持有食譜或升級食譜儲存數量。
RecipeErrorMessage4,재료 카드를 사용할 수 없어 레시피를 저장할 수 없습니다.,Default text,재료 카드를 사용할 수 없어 레시피를 저장할 수 없습니다.,,Can't use Ingredient Card. Couldn't save Recipe.,No se puede usar la carta de ingrediente. No se pudo guardar la receta.,因为不能使用材料卡片，无法保存菜谱。,因無法使用材料卡，無法儲存食譜。
RecipeErrorMessage5,재료의 수량이 부족해요!,Default text,재료의 수량이 부족해요!,,Not enough Ingredients!,¡No tienes ingredientes suficientes!,材料数量不足！,材料數量不足！
RecipeErrorMessage6,빵의 수량이 부족해요!,Default text,빵의 수량이 부족해요!,,Not enough Bread!,¡No tienes suficiente pan!,面包数量不足！,麵包數量不足！
RecipeErrorMessage7,재료 카드는 999개 초과로 획득할 수 없어요! [{0}],Default text,재료 카드는 999개 초과로 획득할 수 없어요! [{0}],,You cannot own more than 999 Ingredient Cards! {0},¡No puedes poseer más 999 cartas de ingredientes! {0},最多可容纳999个材料卡片，无法获得更多！【{0}】,材料卡無法超過999個！[{0}]
RecipeErrorMessage8,하나 남은 레시피는 삭제할 수 없어요!,Default text,하나 남은 레시피는 삭제할 수 없어요!,,The last Recipe can't be deleted!,¡No se puede borrar la última receta!,仅剩一个菜谱时无法删除！,不能刪除剩餘的食譜！
RecipeErrorMessage9,장착 중인 마지막 레시피는 삭제할 수 없어요!,Default text,장착 중인 마지막 레시피는 삭제할 수 없어요!,,The last Recipe that is equipped cannot be deleted!,¡No se puede borrar la última receta equipada!,装备中的最后一个菜谱不能删除！,不能刪除裝備中的最後一個食譜！
RecipeErrorMessage10,빵은 999개 초과로 획득할 수 없어요! [{0}],Default text,빵은 999개 초과로 획득할 수 없어요! [{0}],,You cannot own more than 999 Bread! {0},¡No puedes tener más de 999 panes! {0},最多可容纳999个面包，无法获得更多！【{0}】,麵包無法超過999個！[{0}]
RecipeToastMessage1,{0} 완성!,Default text,{0} 완성!,,{0} Complete!,¡{0} completado!,{0}完成！,{0}完成！
